month,airline,delay
2012-9,Frontier Airlines,73887.0
2012-9,Hawaiian Airlines,20993.0
2012-9,JetBlue Airways,312698.0
2012-9,Mesa Airlines,127251.0
2012-9,SkyWest Airlines,735764.0
2012-9,Southwest Airlines,983086.0
2012-9,US Airways,281521.0
2012-9,United Air Lines,662550.0
2012-9,Virgin America,50963.0
2013-1,AirTran Airways,121493.0
2013-1,Alaska Airlines,108835.0
2013-1,American Airlines,734510.0
2013-1,American Eagle Airlines,832824.0
2013-1,Delta Air Lines,646188.0
2013-1,ExpressJet Airlines,1658771.0
2013-1,Frontier Airlines,121153.0
2013-1,Hawaiian Airlines,53040.0
2013-1,JetBlue Airways,385806.0
2013-1,Mesa Airlines,204307.0
2013-1,Pinnacle Airlines,495004.0
2013-1,SkyWest Airlines,950171.0
2013-1,Southwest Airlines,928448.0
2013-1,US Airways,383844.0
2013-1,United Air Lines,562901.0
2013-1,Virgin America,20371.0
2013-10,AirTran Airways,140138.0
2013-10,Alaska Airlines,91496.0
2013-10,American Airlines,661160.0
2013-10,American Eagle Airlines,525969.0
2013-10,Delta Air Lines,473418.0
2013-10,Endeavor Air,230372.0
2013-10,ExpressJet Airlines,1189945.0
2013-10,Frontier Airlines,97011.0
2013-10,Hawaiian Airlines,22620.0
2013-10,JetBlue Airways,202459.0
2013-10,Mesa Airlines,190253.0
2013-10,SkyWest Airlines,692089.0
2013-10,Southwest Airlines,1411016.0
2013-10,US Airways,282114.0
2013-10,United Air Lines,553642.0
2013-10,Virgin America,57542.0
2013-11,AirTran Airways,143589.0
2013-11,Alaska Airlines,112391.0
2013-11,American Airlines,647072.0
2013-11,American Eagle Airlines,428691.0
2013-11,Delta Air Lines,642439.0
2013-11,Endeavor Air,202300.0
2013-11,ExpressJet Airlines,1137677.0
2013-11,Frontier Airlines,129002.0
2013-11,Hawaiian Airlines,31642.0
2013-11,JetBlue Airways,230186.0
2013-11,Mesa Airlines,206165.0
2013-11,SkyWest Airlines,589182.0
2013-11,Southwest Airlines,1422679.0
2013-11,US Airways,334930.0
2013-11,United Air Lines,539674.0
2013-11,Virgin America,61852.0
2013-12,AirTran Airways,277458.0
2013-12,Alaska Airlines,132099.0
2013-12,American Airlines,980422.0
2013-12,American Eagle Airlines,1071083.0
2013-12,Delta Air Lines,1095367.0
2013-12,Endeavor Air,616319.0
2013-12,ExpressJet Airlines,2180565.0
2013-12,Frontier Airlines,250541.0
2013-12,Hawaiian Airlines,38648.0
2013-12,JetBlue Airways,693603.0
2013-12,Mesa Airlines,257101.0
2013-12,SkyWest Airlines,1312433.0
2013-12,Southwest Airlines,3368180.0
2013-12,US Airways,497237.0
2013-12,United Air Lines,958667.0
2013-12,Virgin America,45636.0
2013-2,AirTran Airways,143146.0
2013-2,Alaska Airlines,79027.0
2013-2,American Airlines,702187.0
2013-2,American Eagle Airlines,826222.0
2013-2,Delta Air Lines,604155.0
2013-2,ExpressJet Airlines,1570305.0
2013-2,Frontier Airlines,152370.0
2013-2,Hawaiian Airlines,35354.0
2013-2,JetBlue Airways,467110.0
2013-2,Mesa Airlines,156013.0
2013-2,Pinnacle Airlines,396152.0
2013-2,SkyWest Airlines,797389.0
2013-2,Southwest Airlines,795091.0
2013-2,US Airways,352253.0
2013-2,United Air Lines,561088.0
2013-2,Virgin America,34532.0
2013-3,AirTran Airways,343384.0
2013-3,Alaska Airlines,129734.0
2013-3,American Airlines,756481.0
2013-3,American Eagle Airlines,699063.0
2013-3,Delta Air Lines,891270.0
2013-3,ExpressJet Airlines,1879704.0
2013-3,Frontier Airlines,146247.0
2013-3,Hawaiian Airlines,41693.0
2013-3,JetBlue Airways,615467.0
2013-3,Mesa Airlines,173535.0
2013-3,Pinnacle Airlines,338804.0
2013-3,SkyWest Airlines,983832.0
2013-3,Southwest Airlines,1515484.0
2013-3,US Airways,442702.0
2013-3,United Air Lines,726195.0
2013-3,Virgin America,44261.0
2013-4,AirTran Airways,243840.0
2013-4,Alaska Airlines,115988.0
2013-4,American Airlines,1283744.0
2013-4,American Eagle Airlines,1187021.0
2013-4,Delta Air Lines,863887.0
2013-4,ExpressJet Airlines,1979888.0
2013-4,Frontier Airlines,173544.0
2013-4,Hawaiian Airlines,39662.0
2013-4,JetBlue Airways,546399.0
2013-4,Mesa Airlines,253928.0
2013-4,Pinnacle Airlines,487895.0
2013-4,SkyWest Airlines,896285.0
2013-4,Southwest Airlines,1671359.0
2013-4,US Airways,458261.0
2013-4,United Air Lines,970251.0
2013-4,Virgin America,80197.0
2013-5,AirTran Airways,234221.0
2013-5,Alaska Airlines,84729.0
2013-5,American Airlines,1088898.0
2013-5,American Eagle Airlines,1103309.0
2013-5,Delta Air Lines,837122.0
2013-5,ExpressJet Airlines,1683580.0
2013-5,Frontier Airlines,143228.0
2013-5,Hawaiian Airlines,38263.0
2013-5,JetBlue Airways,383513.0
2013-5,Mesa Airlines,361033.0
2013-5,Pinnacle Airlines,448081.0
2013-5,SkyWest Airlines,869779.0
2013-5,Southwest Airlines,1737777.0
2013-5,US Airways,434354.0
2013-5,United Air Lines,781450.0
2013-5,Virgin America,105497.0
2013-6,AirTran Airways,544073.0
2013-6,Alaska Airlines,123093.0
2013-6,American Airlines,1492908.0
2013-6,American Eagle Airlines,1510729.0
2013-6,Delta Air Lines,1696116.0
2013-6,ExpressJet Airlines,2528026.0
2013-6,Frontier Airlines,120640.0
2013-6,Hawaiian Airlines,33919.0
2013-6,JetBlue Airways,734530.0
2013-6,Mesa Airlines,397100.0
2013-6,Pinnacle Airlines,709054.0
2013-6,SkyWest Airlines,1167523.0
2013-6,Southwest Airlines,2509932.0
2013-6,US Airways,815222.0
2013-6,United Air Lines,1390664.0
2013-6,Virgin America,185120.0
2013-7,AirTran Airways,511149.0
2013-7,Alaska Airlines,152895.0
2013-7,American Airlines,1138301.0
2013-7,American Eagle Airlines,1372043.0
2013-7,Delta Air Lines,1918613.0
2013-7,ExpressJet Airlines,2253013.0
2013-7,Frontier Airlines,175636.0
2013-7,Hawaiian Airlines,43972.0
2013-7,JetBlue Airways,915423.0
2013-7,Mesa Airlines,385052.0
2013-7,Pinnacle Airlines,711693.0
2013-7,SkyWest Airlines,1208112.0
2013-7,Southwest Airlines,2002514.0
2013-7,US Airways,721258.0
2013-7,United Air Lines,1202943.0
2013-7,Virgin America,222455.0
2013-8,AirTran Airways,218848.0
2013-8,Alaska Airlines,147262.0
2013-8,American Airlines,782559.0
2013-8,American Eagle Airlines,871129.0
2013-8,Delta Air Lines,964127.0
2013-8,Endeavor Air,384807.0
2013-8,ExpressJet Airlines,1515484.0
2013-8,Frontier Airlines,131347.0
2013-8,Hawaiian Airlines,33918.0
2013-8,JetBlue Airways,629476.0
2013-8,Mesa Airlines,314194.0
2013-8,SkyWest Airlines,1132924.0
2013-8,Southwest Airlines,2043335.0
2013-8,US Airways,483372.0
2013-8,United Air Lines,865248.0
2013-8,Virgin America,93131.0
2013-9,AirTran Airways,127232.0
2013-9,Alaska Airlines,110233.0
2013-9,American Airlines,688908.0
2013-9,American Eagle Airlines,501774.0
2013-9,Delta Air Lines,544593.0
2013-9,Endeavor Air,206938.0
2013-9,ExpressJet Airlines,956388.0
2013-9,Frontier Airlines,128796.0
2013-9,Hawaiian Airlines,27948.0
2013-9,JetBlue Airways,322240.0
2013-9,Mesa Airlines,166619.0
2013-9,SkyWest Airlines,794151.0
2013-9,Southwest Airlines,1678815.0
2013-9,US Airways,271996.0
2013-9,United Air Lines,621705.0
2013-9,Virgin America,66343.0
2014-1,AirTran Airways,229709.0
2014-1,Alaska Airlines,112487.0
2014-1,American Airlines,919968.0
2014-1,American Eagle Airlines,1107711.0
2014-1,Delta Air Lines,1729009.0
2014-1,ExpressJet Airlines,2100149.0
2014-1,Frontier Airlines,214671.0
2014-1,Hawaiian Airlines,28729.0
2014-1,JetBlue Airways,926987.0
2014-1,SkyWest Airlines,1092943.0
2014-1,Southwest Airlines,3236670.0
2014-1,US Airways,527608.0
2014-1,United Air Lines,1026918.0
2014-1,Virgin America,62238.0
2014-10,AirTran Airways,46490.0
2014-10,Alaska Airlines,110218.0
2014-10,American Airlines,1033059.0
2014-10,Delta Air Lines,747526.0
2014-10,Envoy Air,834122.0
2014-10,ExpressJet Airlines,1403578.0
2014-10,Frontier Airlines,138826.0
2014-10,Hawaiian Airlines,48528.0
2014-10,JetBlue Airways,258103.0
2014-10,SkyWest Airlines,871004.0
2014-10,Southwest Airlines,1555216.0
2014-10,US Airways,406156.0
2014-10,United Air Lines,861940.0
2014-10,Virgin America,71122.0
2014-11,AirTran Airways,27980.0
2014-11,Alaska Airlines,138135.0
2014-11,American Airlines,907109.0
2014-11,Delta Air Lines,757886.0
2014-11,Envoy Air,698273.0
2014-11,ExpressJet Airlines,920612.0
2014-11,Frontier Airlines,200785.0
2014-11,Hawaiian Airlines,39945.0
2014-11,JetBlue Airways,294003.0
2014-11,SkyWest Airlines,1052376.0
2014-11,Southwest Airlines,1535347.0
2014-11,US Airways,396102.0
2014-11,United Air Lines,715656.0
2014-11,Virgin America,73323.0
2014-12,AirTran Airways,29147.0
2014-12,Alaska Airlines,215942.0
2014-12,American Airlines,1186247.0
2014-12,Delta Air Lines,631550.0
2014-12,Envoy Air,849991.0
2014-12,ExpressJet Airlines,1171989.0
2014-12,Frontier Airlines,252310.0
2014-12,Hawaiian Airlines,64586.0
2014-12,JetBlue Airways,339140.0
2014-12,SkyWest Airlines,1432217.0
2014-12,Southwest Airlines,2573127.0
2014-12,US Airways,402247.0
2014-12,United Air Lines,1017193.0
2014-12,Virgin America,171079.0
2014-2,AirTran Airways,124993.0
2014-2,Alaska Airlines,119881.0
2014-2,American Airlines,862137.0
2014-2,American Eagle Airlines,735412.0
2014-2,Delta Air Lines,897355.0
2014-2,ExpressJet Airlines,1854749.0
2014-2,Frontier Airlines,155624.0
2014-2,Hawaiian Airlines,41786.0
2014-2,JetBlue Airways,544730.0
2014-2,SkyWest Airlines,1105266.0
2014-2,Southwest Airlines,1934824.0
2014-2,US Airways,510323.0
2014-2,United Air Lines,942367.0
2014-2,Virgin America,144970.0
2014-3,AirTran Airways,143362.0
2014-3,Alaska Airlines,122177.0
2014-3,American Airlines,815791.0
2014-3,American Eagle Airlines,659451.0
2014-3,Delta Air Lines,907582.0
2014-3,ExpressJet Airlines,1633588.0
2014-3,Frontier Airlines,119612.0
2014-3,Hawaiian Airlines,36280.0
2014-3,JetBlue Airways,390381.0
2014-3,SkyWest Airlines,944865.0
2014-3,Southwest Airlines,2280151.0
2014-3,US Airways,479133.0
2014-3,United Air Lines,782247.0
2014-3,Virgin America,53429.0
2014-4,AirTran Airways,90444.0
2014-4,Alaska Airlines,95350.0
2014-4,American Airlines,732093.0
2014-4,Delta Air Lines,834287.0
2014-4,Envoy Air,652615.0
2014-4,ExpressJet Airlines,1429000.0
2014-4,Frontier Airlines,117057.0
2014-4,Hawaiian Airlines,31215.0
2014-4,JetBlue Airways,402074.0
2014-4,SkyWest Airlines,862198.0
2014-4,Southwest Airlines,2102083.0
2014-4,US Airways,424287.0
2014-4,United Air Lines,591223.0
2014-4,Virgin America,63198.0
2014-5,AirTran Airways,102548.0
2014-5,Alaska Airlines,98168.0
2014-5,American Airlines,971798.0
2014-5,Delta Air Lines,969175.0
2014-5,Envoy Air,776177.0
2014-5,ExpressJet Airlines,1702401.0
2014-5,Frontier Airlines,181166.0
2014-5,Hawaiian Airlines,31396.0
2014-5,JetBlue Airways,416642.0
2014-5,SkyWest Airlines,970191.0
2014-5,Southwest Airlines,2638061.0
2014-5,US Airways,507386.0
2014-5,United Air Lines,974312.0
2014-5,Virgin America,76868.0
2014-6,AirTran Airways,111993.0
2014-6,Alaska Airlines,143157.0
2014-6,American Airlines,1578491.0
2014-6,Delta Air Lines,1253355.0
2014-6,Envoy Air,967130.0
2014-6,ExpressJet Airlines,2077889.0
2014-6,Frontier Airlines,196883.0
2014-6,Hawaiian Airlines,22237.0
2014-6,JetBlue Airways,406268.0
2014-6,SkyWest Airlines,1270319.0
2014-6,Southwest Airlines,3380126.0
2014-6,US Airways,591573.0
2014-6,United Air Lines,1264032.0
2014-6,Virgin America,71983.0
2014-7,AirTran Airways,108448.0
2014-7,Alaska Airlines,174651.0
2014-7,American Airlines,1262358.0
2014-7,Delta Air Lines,986146.0
2014-7,Envoy Air,606819.0
2014-7,ExpressJet Airlines,1552237.0
2014-7,Frontier Airlines,176596.0
2014-7,Hawaiian Airlines,36874.0
2014-7,JetBlue Airways,790441.0
2014-7,SkyWest Airlines,1132264.0
2014-7,Southwest Airlines,3216362.0
2014-7,US Airways,690922.0
2014-7,United Air Lines,1089659.0
2014-7,Virgin America,78421.0
2014-8,AirTran Airways,103689.0
2014-8,Alaska Airlines,174966.0
2014-8,American Airlines,1227478.0
2014-8,Delta Air Lines,1120482.0
2014-8,Envoy Air,760673.0
2014-8,ExpressJet Airlines,1537729.0
2014-8,Frontier Airlines,188233.0
2014-8,Hawaiian Airlines,40312.0
2014-8,JetBlue Airways,416772.0
2014-8,SkyWest Airlines,1177955.0
2014-8,Southwest Airlines,2257638.0
2014-8,US Airways,455048.0
2014-8,United Air Lines,935906.0
2014-8,Virgin America,55346.0
2014-9,AirTran Airways,48717.0
2014-9,Alaska Airlines,131173.0
2014-9,American Airlines,721521.0
2014-9,Delta Air Lines,761324.0
2014-9,Envoy Air,561091.0
2014-9,ExpressJet Airlines,1302304.0
2014-9,Frontier Airlines,158186.0
2014-9,Hawaiian Airlines,57308.0
2014-9,JetBlue Airways,195594.0
2014-9,SkyWest Airlines,786878.0
2014-9,Southwest Airlines,1577183.0
2014-9,US Airways,360730.0
2014-9,United Air Lines,670320.0
2014-9,Virgin America,56303.0
2015-1,Alaska Airlines,169357.0
2015-1,American Airlines,985082.0
2015-1,Delta Air Lines,757373.0
2015-1,Envoy Air,995779.0
2015-1,ExpressJet Airlines,1142953.0
2015-1,Frontier Airlines,249503.0
2015-1,Hawaiian Airlines,67841.0
2015-1,JetBlue Airways,461095.0
2015-1,SkyWest Airlines,1296868.0
2015-1,Southwest Airlines,1659086.0
2015-1,Spirit Air Lines,184879.0
2015-1,US Airways,469957.0
2015-1,United Air Lines,828816.0
2015-1,Virgin America,63293.0
2015-10,Alaska Airlines,117167.0
2015-10,American Airlines,1001878.0
2015-10,Delta Air Lines,583891.0
2015-10,Envoy Air,258407.0
2015-10,ExpressJet Airlines,672729.0
2015-10,Frontier Airlines,105331.0
2015-10,Hawaiian Airlines,41265.0
2015-10,JetBlue Airways,357167.0
2015-10,SkyWest Airlines,646927.0
2015-10,Southwest Airlines,1109139.0
2015-10,Spirit Air Lines,133264.0
2015-10,United Air Lines,604938.0
2015-10,Virgin America,83395.0
2015-11,Alaska Airlines,155311.0
2015-11,American Airlines,1089587.0
2015-11,Delta Air Lines,711230.0
2015-11,Envoy Air,332420.0
2015-11,ExpressJet Airlines,788095.0
2015-11,Frontier Airlines,196808.0
2015-11,Hawaiian Airlines,24107.0
2015-11,JetBlue Airways,321031.0
2015-11,SkyWest Airlines,860659.0
2015-11,Southwest Airlines,1375056.0
2015-11,Spirit Air Lines,189487.0
2015-11,United Air Lines,794397.0
2015-11,Virgin America,66276.0
2015-12,Alaska Airlines,158667.0
2015-12,American Airlines,1437084.0
2015-12,Delta Air Lines,1294567.0
2015-12,Envoy Air,332145.0
2015-12,ExpressJet Airlines,987297.0
2015-12,Frontier Airlines,238955.0
2015-12,Hawaiian Airlines,36928.0
2015-12,JetBlue Airways,785699.0
2015-12,SkyWest Airlines,1286499.0
2015-12,Southwest Airlines,2284513.0
2015-12,Spirit Air Lines,292160.0
2015-12,United Air Lines,1194014.0
2015-12,Virgin America,166040.0
2015-2,Alaska Airlines,152429.0
2015-2,American Airlines,827492.0
2015-2,Delta Air Lines,1227833.0
2015-2,Envoy Air,909422.0
2015-2,ExpressJet Airlines,1085012.0
2015-2,Frontier Airlines,283852.0
2015-2,Hawaiian Airlines,76064.0
2015-2,JetBlue Airways,722698.0
2015-2,SkyWest Airlines,1068321.0
2015-2,Southwest Airlines,1444022.0
2015-2,Spirit Air Lines,253814.0
2015-2,US Airways,578660.0
2015-2,United Air Lines,788030.0
2015-2,Virgin America,88525.0
2015-3,Alaska Airlines,175172.0
2015-3,American Airlines,1012330.0
2015-3,Delta Air Lines,1111810.0
2015-3,Envoy Air,700568.0
2015-3,ExpressJet Airlines,1098255.0
2015-3,Frontier Airlines,259226.0
2015-3,Hawaiian Airlines,56891.0
2015-3,JetBlue Airways,656841.0
2015-3,SkyWest Airlines,811922.0
2015-3,Southwest Airlines,1814265.0
2015-3,Spirit Air Lines,227959.0
2015-3,US Airways,500744.0
2015-3,United Air Lines,896947.0
2015-3,Virgin America,90750.0
2015-4,Alaska Airlines,117909.0
2015-4,American Airlines,948885.0
2015-4,Delta Air Lines,890323.0
2015-4,Envoy Air,480370.0
2015-4,ExpressJet Airlines,879664.0
2015-4,Frontier Airlines,178108.0
2015-4,Hawaiian Airlines,29414.0
2015-4,JetBlue Airways,411315.0
2015-4,SkyWest Airlines,776797.0
2015-4,Southwest Airlines,1649657.0
2015-4,Spirit Air Lines,187862.0
2015-4,US Airways,425642.0
2015-4,United Air Lines,857411.0
2015-4,Virgin America,61982.0
2015-5,Alaska Airlines,113114.0
2015-5,American Airlines,964548.0
2015-5,Delta Air Lines,1054839.0
2015-5,Envoy Air,499555.0
2015-5,ExpressJet Airlines,1131034.0
2015-5,Frontier Airlines,218704.0
2015-5,Hawaiian Airlines,42237.0
2015-5,JetBlue Airways,343381.0
2015-5,SkyWest Airlines,815232.0
2015-5,Southwest Airlines,2149130.0
2015-5,Spirit Air Lines,411738.0
2015-5,US Airways,398960.0
2015-5,United Air Lines,1035005.0
2015-5,Virgin America,100323.0
2015-6,Alaska Airlines,157370.0
2015-6,American Airlines,1158538.0
2015-6,Delta Air Lines,1435270.0
2015-6,Envoy Air,612478.0
2015-6,ExpressJet Airlines,1488125.0
2015-6,Frontier Airlines,296454.0
2015-6,Hawaiian Airlines,43424.0
2015-6,JetBlue Airways,494638.0
2015-6,SkyWest Airlines,1127528.0
2015-6,Southwest Airlines,2873607.0
2015-6,Spirit Air Lines,587299.0
2015-6,US Airways,623484.0
2015-6,United Air Lines,1736989.0
2015-6,Virgin America,87785.0
2015-7,Alaska Airlines,171334.0
2015-7,American Airlines,1561569.0
2015-7,Delta Air Lines,1214938.0
2015-7,Envoy Air,465440.0
2015-7,ExpressJet Airlines,1050267.0
2015-7,Frontier Airlines,235356.0
2015-7,Hawaiian Airlines,59332.0
2015-7,JetBlue Airways,534074.0
2015-7,SkyWest Airlines,1092400.0
2015-7,Southwest Airlines,3001240.0
2015-7,Spirit Air Lines,298683.0
2015-7,United Air Lines,1406252.0
2015-7,Virgin America,99379.0
2015-8,Alaska Airlines,196890.0
2015-8,American Airlines,1481078.0
2015-8,Delta Air Lines,1159634.0
2015-8,Envoy Air,415985.0
2015-8,ExpressJet Airlines,930320.0
2015-8,Frontier Airlines,177835.0
2015-8,Hawaiian Airlines,115976.0
2015-8,JetBlue Airways,641390.0
2015-8,SkyWest Airlines,979123.0
2015-8,Southwest Airlines,2129049.0
2015-8,Spirit Air Lines,362481.0
2015-8,United Air Lines,997456.0
2015-8,Virgin America,93337.0
2015-9,Alaska Airlines,119099.0
2015-9,American Airlines,950660.0
2015-9,Delta Air Lines,631880.0
2015-9,Envoy Air,281771.0
2015-9,ExpressJet Airlines,589354.0
2015-9,Frontier Airlines,124696.0
2015-9,Hawaiian Airlines,70834.0
2015-9,JetBlue Airways,372423.0
2015-9,SkyWest Airlines,656691.0
2015-9,Southwest Airlines,1027549.0
2015-9,Spirit Air Lines,205698.0
2015-9,United Air Lines,574636.0
2015-9,Virgin America,48251.0
2016-1,Alaska Airlines,133988.0
2016-1,American Airlines,1205854.0
2016-1,Delta Air Lines,980685.0
2016-1,ExpressJet Airlines,710000.0
2016-1,Frontier Airlines,117300.0
2016-1,Hawaiian Airlines,35889.0
2016-1,JetBlue Airways,627724.0
2016-1,SkyWest Airlines,1138857.0
2016-1,Southwest Airlines,1185418.0
2016-1,Spirit Air Lines,303797.0
2016-1,United Air Lines,581468.0
2016-1,Virgin America,117700.0
2016-10,Alaska Airlines,122943.0
2016-10,American Airlines,928840.0
2016-10,Delta Air Lines,527729.0
2016-10,ExpressJet Airlines,714173.0
2016-10,Frontier Airlines,190686.0
2016-10,Hawaiian Airlines,39676.0
2016-10,JetBlue Airways,445966.0
2016-10,SkyWest Airlines,770759.0
2016-10,Southwest Airlines,1141469.0
2016-10,Spirit Air Lines,147675.0
2016-10,United Air Lines,854893.0
2016-10,Virgin America,126119.0
2016-11,Alaska Airlines,113941.0
2016-11,American Airlines,872210.0
2016-11,Delta Air Lines,597012.0
2016-11,ExpressJet Airlines,797165.0
2016-11,Frontier Airlines,90191.0
2016-11,Hawaiian Airlines,38354.0
2016-11,JetBlue Airways,333020.0
2016-11,SkyWest Airlines,812063.0
2016-11,Southwest Airlines,1083372.0
2016-11,Spirit Air Lines,144440.0
2016-11,United Air Lines,655779.0
2016-11,Virgin America,80571.0
2016-12,Alaska Airlines,277596.0
2016-12,American Airlines,1503169.0
2016-12,Delta Air Lines,1450259.0
2016-12,ExpressJet Airlines,1190860.0
2016-12,Frontier Airlines,395134.0
2016-12,Hawaiian Airlines,87541.0
2016-12,JetBlue Airways,770926.0
2016-12,SkyWest Airlines,1777495.0
2016-12,Southwest Airlines,2338873.0
2016-12,Spirit Air Lines,329268.0
2016-12,United Air Lines,1187142.0
2016-12,Virgin America,186537.0
2016-2,Alaska Airlines,104087.0
2016-2,American Airlines,1085942.0
2016-2,Delta Air Lines,991176.0
2016-2,ExpressJet Airlines,828793.0
2016-2,Frontier Airlines,101946.0
2016-2,Hawaiian Airlines,31272.0
2016-2,JetBlue Airways,835522.0
2016-2,SkyWest Airlines,858663.0
2016-2,Southwest Airlines,903525.0
2016-2,Spirit Air Lines,330953.0
2016-2,United Air Lines,612379.0
2016-2,Virgin America,72828.0
2016-3,Alaska Airlines,142878.0
2016-3,American Airlines,1437902.0
2016-3,Delta Air Lines,954238.0
2016-3,ExpressJet Airlines,801189.0
2016-3,Frontier Airlines,193726.0
2016-3,Hawaiian Airlines,39981.0
2016-3,JetBlue Airways,584073.0
2016-3,SkyWest Airlines,1143956.0
2016-3,Southwest Airlines,1646118.0
2016-3,Spirit Air Lines,233412.0
2016-3,United Air Lines,919076.0
2016-3,Virgin America,142148.0
2016-4,Alaska Airlines,107343.0
2016-4,American Airlines,1138453.0
2016-4,Delta Air Lines,796078.0
2016-4,ExpressJet Airlines,586187.0
2016-4,Frontier Airlines,99910.0
2016-4,Hawaiian Airlines,25526.0
